Date,Action,Contracts,Price,Total Held,Avg Entry,P/L Pts,P/L USD,Reason
2026-03-27,BUY,1,23255.0,5,,,,
2026-03-30,BUY,1,23106.0,6,,,,
2026-03-31,SELL ALL,6,23904.75,0,23948.5,-262.5,-525.0,IBS Exit
2026-04-03,BUY,1,24132.25,1,,,,
2026-04-07,SELL ALL,1,24397.75,0,24132.25,265.5,531.0,IBS Exit
2026-04-29,BUY,1,27150.5,1,,,,
2026-04-30,SELL ALL,1,27597.25,0,27150.5,446.75,893.5,IBS Exit
2026-05-07,BUY,1,28643.0,1,,,,
2026-05-08,SELL ALL,1,29335.5,0,28643.0,692.5,1385.0,IBS Exit
2026-05-15,BUY,1,29172.75,1,,,,
