trades,win_rate,total_pts,total_usd,avg_pts,entry,exit
88,79.54545454545455,29464.0,589280.0,334.8181818181818,0.35,0.82
54,83.33333333333334,29377.25,587545.0,544.0231481481482,0.25,0.91
89,79.7752808988764,29326.5,586530.0,329.5112359550562,0.35,0.81
56,83.92857142857143,29300.0,586000.0,523.2142857142857,0.24,0.9
52,82.6923076923077,29290.5,585810.0,563.2788461538462,0.26,0.92
66,81.81818181818183,29285.25,585705.0,443.71590909090907,0.3,0.88
81,81.48148148148148,29274.5,585490.0,361.41358024691357,0.35,0.85
52,84.61538461538461,29254.25,585085.0,562.5817307692307,0.3,0.92
86,80.23255813953489,29229.0,584580.0,339.8720930232558,0.34,0.83
83,79.51807228915662,29209.0,584180.0,351.9156626506024,0.32,0.83
58,84.48275862068965,29041.75,580835.0,500.7198275862069,0.26,0.89
52,84.61538461538461,29010.75,580215.0,557.8990384615385,0.27,0.92
58,86.20689655172413,28982.75,579655.0,499.70258620689657,0.28,0.89
85,82.35294117647058,28954.25,579085.0,340.63823529411764,0.35,0.84
74,81.08108108108108,28903.0,578060.0,390.5810810810811,0.34,0.87
39,79.48717948717949,28854.0,577080.0,739.8461538461538,0.21,0.94
39,79.48717948717949,28806.25,576125.0,738.6217948717949,0.2,0.94
52,82.6923076923077,28790.5,575810.0,553.6634615384615,0.25,0.92
58,86.20689655172413,28762.0,575240.0,495.8965517241379,0.27,0.89
34,79.41176470588235,28746.75,574935.0,845.4926470588235,0.18,0.95
54,83.33333333333334,28727.0,574540.0,531.9814814814815,0.24,0.91
84,79.76190476190477,28589.5,571790.0,340.3511904761905,0.33,0.83
64,81.25,28581.5,571630.0,446.5859375,0.26,0.88
92,79.34782608695652,28560.75,571215.0,310.4429347826087,0.32,0.77
58,84.48275862068965,28541.75,570835.0,492.0991379310345,0.25,0.89
95,80.0,28526.25,570525.0,300.2763157894737,0.34,0.77
64,81.25,28434.5,568690.0,444.2890625,0.25,0.88
71,81.69014084507043,28380.5,567610.0,399.72535211267603,0.31,0.87
64,82.8125,28301.75,566035.0,442.21484375,0.27,0.88
87,79.3103448275862,28293.0,565860.0,325.2068965517241,0.34,0.82
84,78.57142857142857,28273.0,565460.0,336.5833333333333,0.32,0.82
64,82.8125,28271.25,565425.0,441.73828125,0.28,0.88
56,83.92857142857143,28240.5,564810.0,504.29464285714283,0.23,0.9
88,79.54545454545455,28155.5,563110.0,319.9488636363636,0.34,0.81
52,82.6923076923077,28140.25,562805.0,541.1586538461538,0.24,0.92
